date_time,game_count,day_of_week,hour_of_day,num_day_of_week,month,day_of_month
2016-01-17 13:00:00,74,sun,13,6,1,17
2016-01-17 14:00:00,82,sun,14,6,1,17
2016-01-17 15:00:00,40,sun,15,6,1,17
2016-01-17 16:00:00,40,sun,16,6,1,17
2016-01-17 17:00:00,16,sun,17,6,1,17
2016-01-17 18:00:00,12,sun,18,6,1,17
2016-01-17 19:00:00,5,sun,19,6,1,17
2016-01-17 20:00:00,10,sun,20,6,1,17
2016-01-17 21:00:00,20,sun,21,6,1,17
2016-01-17 22:00:00,23,sun,22,6,1,17
2016-01-17 23:00:00,20,sun,23,6,1,17
2016-01-18 00:00:00,45,mon,0,0,1,18
2016-01-18 01:00:00,34,mon,1,0,1,18
2016-01-18 02:00:00,22,mon,2,0,1,18
2016-01-18 03:00:00,39,mon,3,0,1,18
2016-01-18 04:00:00,25,mon,4,0,1,18
2016-01-18 05:00:00,17,mon,5,0,1,18
2016-01-18 06:00:00,35,mon,6,0,1,18
2016-01-18 07:00:00,38,mon,7,0,1,18
2016-01-18 08:00:00,24,mon,8,0,1,18
2016-01-18 09:00:00,11,mon,9,0,1,18
2016-01-18 10:00:00,27,mon,10,0,1,18
2016-01-18 11:00:00,43,mon,11,0,1,18
2016-01-18 12:00:00,14,mon,12,0,1,18
2016-01-18 13:00:00,20,mon,13,0,1,18
2016-01-18 14:00:00,33,mon,14,0,1,18
2016-01-18 15:00:00,36,mon,15,0,1,18
2016-01-18 16:00:00,67,mon,16,0,1,18
2016-01-18 17:00:00,31,mon,17,0,1,18
2016-01-18 18:00:00,21,mon,18,0,1,18
2016-01-18 19:00:00,11,mon,19,0,1,18
2016-01-18 20:00:00,60,mon,20,0,1,18
2016-01-18 21:00:00,101,mon,21,0,1,18
2016-01-18 22:00:00,46,mon,22,0,1,18
2016-01-18 23:00:00,33,mon,23,0,1,18
2016-01-19 00:00:00,36,tue,0,1,1,19
2016-01-19 01:00:00,37,tue,1,1,1,19
2016-01-19 02:00:00,22,tue,2,1,1,19
2016-01-19 03:00:00,18,tue,3,1,1,19
2016-01-19 04:00:00,44,tue,4,1,1,19
2016-01-19 05:00:00,47,tue,5,1,1,19
2016-01-19 06:00:00,17,tue,6,1,1,19
2016-01-19 07:00:00,16,tue,7,1,1,19
2016-01-19 08:00:00,21,tue,8,1,1,19
2016-01-19 09:00:00,42,tue,9,1,1,19
2016-01-19 10:00:00,31,tue,10,1,1,19
2016-01-19 11:00:00,58,tue,11,1,1,19
2016-01-19 12:00:00,43,tue,12,1,1,19
2016-01-19 13:00:00,37,tue,13,1,1,19
2016-01-19 14:00:00,40,tue,14,1,1,19
2016-01-19 15:00:00,63,tue,15,1,1,19
2016-01-19 16:00:00,53,tue,16,1,1,19
2016-01-19 17:00:00,20,tue,17,1,1,19
2016-01-19 18:00:00,17,tue,18,1,1,19
2016-01-19 19:00:00,9,tue,19,1,1,19
2016-01-19 20:00:00,27,tue,20,1,1,19
2016-01-19 21:00:00,34,tue,21,1,1,19
2016-01-19 22:00:00,29,tue,22,1,1,19
2016-01-19 23:00:00,18,tue,23,1,1,19
2016-01-20 00:00:00,25,wed,0,2,1,20
2016-01-20 01:00:00,27,wed,1,2,1,20
2016-01-20 02:00:00,13,wed,2,2,1,20
2016-01-20 03:00:00,13,wed,3,2,1,20
2016-01-20 04:00:00,15,wed,4,2,1,20
2016-01-20 05:00:00,10,wed,5,2,1,20
2016-01-20 06:00:00,16,wed,6,2,1,20
2016-01-20 07:00:00,16,wed,7,2,1,20
2016-01-20 08:00:00,16,wed,8,2,1,20
2016-01-20 09:00:00,27,wed,9,2,1,20
2016-01-20 10:00:00,23,wed,10,2,1,20
2016-01-20 11:00:00,13,wed,11,2,1,20
2016-01-20 12:00:00,38,wed,12,2,1,20
2016-01-20 13:00:00,20,wed,13,2,1,20
2016-01-20 14:00:00,24,wed,14,2,1,20
2016-01-20 15:00:00,29,wed,15,2,1,20
2016-01-20 16:00:00,10,wed,16,2,1,20
2016-01-20 17:00:00,29,wed,17,2,1,20
2016-01-20 18:00:00,24,wed,18,2,1,20
2016-01-20 19:00:00,18,wed,19,2,1,20
2016-01-20 20:00:00,23,wed,20,2,1,20
2016-01-20 21:00:00,48,wed,21,2,1,20
2016-01-20 22:00:00,4,wed,22,2,1,20
2016-01-20 23:00:00,68,wed,23,2,1,20
2016-01-21 00:00:00,26,thur,0,3,1,21
2016-01-21 01:00:00,29,thur,1,3,1,21
2016-01-21 02:00:00,34,thur,2,3,1,21
2016-01-21 03:00:00,15,thur,3,3,1,21
2016-01-21 04:00:00,4,thur,4,3,1,21
2016-01-21 05:00:00,4,thur,5,3,1,21
2016-01-21 06:00:00,33,thur,6,3,1,21
2016-01-21 07:00:00,15,thur,7,3,1,21
2016-01-21 08:00:00,4,thur,8,3,1,21
2016-01-21 09:00:00,25,thur,9,3,1,21
2016-01-21 10:00:00,17,thur,10,3,1,21
2016-01-21 11:00:00,19,thur,11,3,1,21
2016-01-21 12:00:00,54,thur,12,3,1,21
2016-01-21 13:00:00,63,thur,13,3,1,21
2016-01-21 14:00:00,71,thur,14,3,1,21
2016-01-21 15:00:00,33,thur,15,3,1,21
2016-01-21 16:00:00,35,thur,16,3,1,21
2016-01-21 17:00:00,59,thur,17,3,1,21
2016-01-21 18:00:00,28,thur,18,3,1,21
2016-01-21 19:00:00,5,thur,19,3,1,21
2016-01-21 20:00:00,31,thur,20,3,1,21
2016-01-21 21:00:00,33,thur,21,3,1,21
2016-01-21 22:00:00,44,thur,22,3,1,21
2016-01-21 23:00:00,37,thur,23,3,1,21
2016-01-22 00:00:00,36,fri,0,4,1,22
2016-01-22 01:00:00,9,fri,1,4,1,22
2016-01-22 02:00:00,18,fri,2,4,1,22
2016-01-22 03:00:00,28,fri,3,4,1,22
2016-01-22 04:00:00,13,fri,4,4,1,22
2016-01-22 05:00:00,12,fri,5,4,1,22
2016-01-22 06:00:00,10,fri,6,4,1,22
2016-01-22 07:00:00,18,fri,7,4,1,22
2016-01-22 08:00:00,25,fri,8,4,1,22
2016-01-22 09:00:00,16,fri,9,4,1,22
2016-01-22 10:00:00,12,fri,10,4,1,22
2016-01-22 11:00:00,38,fri,11,4,1,22
2016-01-22 12:00:00,14,fri,12,4,1,22
2016-01-22 13:00:00,30,fri,13,4,1,22
2016-01-22 14:00:00,41,fri,14,4,1,22
2016-01-22 15:00:00,24,fri,15,4,1,22
2016-01-22 16:00:00,36,fri,16,4,1,22
2016-01-22 17:00:00,24,fri,17,4,1,22
2016-01-22 18:00:00,29,fri,18,4,1,22
2016-01-22 19:00:00,10,fri,19,4,1,22
2016-01-22 20:00:00,19,fri,20,4,1,22
2016-01-22 21:00:00,58,fri,21,4,1,22
2016-01-22 22:00:00,43,fri,22,4,1,22
2016-01-22 23:00:00,39,fri,23,4,1,22
2016-01-23 00:00:00,32,sat,0,5,1,23
2016-01-23 01:00:00,17,sat,1,5,1,23
2016-01-23 02:00:00,13,sat,2,5,1,23
2016-01-23 03:00:00,47,sat,3,5,1,23
2016-01-23 04:00:00,11,sat,4,5,1,23
2016-01-23 05:00:00,28,sat,5,5,1,23
2016-01-23 06:00:00,26,sat,6,5,1,23
2016-01-23 07:00:00,52,sat,7,5,1,23
2016-01-23 08:00:00,41,sat,8,5,1,23
2016-01-23 09:00:00,47,sat,9,5,1,23
2016-01-23 10:00:00,44,sat,10,5,1,23
2016-01-23 11:00:00,22,sat,11,5,1,23
2016-01-23 12:00:00,14,sat,12,5,1,23
2016-01-23 13:00:00,17,sat,13,5,1,23
2016-01-23 14:00:00,20,sat,14,5,1,23
2016-01-23 15:00:00,37,sat,15,5,1,23
2016-01-23 16:00:00,42,sat,16,5,1,23
2016-01-23 17:00:00,28,sat,17,5,1,23
2016-01-23 18:00:00,7,sat,18,5,1,23
2016-01-23 19:00:00,13,sat,19,5,1,23
2016-01-23 20:00:00,33,sat,20,5,1,23
2016-01-23 21:00:00,35,sat,21,5,1,23
2016-01-23 22:00:00,29,sat,22,5,1,23
2016-01-23 23:00:00,27,sat,23,5,1,23
2016-01-24 00:00:00,36,sun,0,6,1,24
2016-01-24 01:00:00,50,sun,1,6,1,24
2016-01-24 02:00:00,37,sun,2,6,1,24
2016-01-24 03:00:00,20,sun,3,6,1,24
2016-01-24 04:00:00,18,sun,4,6,1,24
2016-01-24 05:00:00,16,sun,5,6,1,24
2016-01-24 06:00:00,31,sun,6,6,1,24
2016-01-24 07:00:00,41,sun,7,6,1,24
2016-01-24 08:00:00,34,sun,8,6,1,24
2016-01-24 09:00:00,41,sun,9,6,1,24
2016-01-24 10:00:00,22,sun,10,6,1,24
2016-01-24 11:00:00,38,sun,11,6,1,24
2016-01-24 12:00:00,12,sun,12,6,1,24
2016-01-24 13:00:00,24,sun,13,6,1,24
2016-01-24 14:00:00,40,sun,14,6,1,24
2016-01-24 15:00:00,23,sun,15,6,1,24
2016-01-24 16:00:00,12,sun,16,6,1,24
2016-01-24 17:00:00,0,sun,17,6,1,24
2016-01-24 18:00:00,3,sun,18,6,1,24
2016-01-24 19:00:00,6,sun,19,6,1,24
2016-01-24 20:00:00,2,sun,20,6,1,24
2016-01-24 21:00:00,12,sun,21,6,1,24
2016-01-24 22:00:00,13,sun,22,6,1,24
2016-01-24 23:00:00,29,sun,23,6,1,24
2016-01-25 00:00:00,19,mon,0,0,1,25
2016-01-25 01:00:00,21,mon,1,0,1,25
2016-01-25 02:00:00,9,mon,2,0,1,25
2016-01-25 03:00:00,9,mon,3,0,1,25
2016-01-25 04:00:00,3,mon,4,0,1,25
2016-01-25 05:00:00,11,mon,5,0,1,25
2016-01-25 06:00:00,13,mon,6,0,1,25
2016-01-25 07:00:00,29,mon,7,0,1,25
2016-01-25 08:00:00,22,mon,8,0,1,25
2016-01-25 09:00:00,31,mon,9,0,1,25
2016-01-25 10:00:00,7,mon,10,0,1,25
2016-01-25 11:00:00,32,mon,11,0,1,25
2016-01-25 12:00:00,72,mon,12,0,1,25
2016-01-25 13:00:00,45,mon,13,0,1,25
2016-01-25 14:00:00,27,mon,14,0,1,25
2016-01-25 15:00:00,34,mon,15,0,1,25
2016-01-25 16:00:00,30,mon,16,0,1,25
2016-01-25 17:00:00,21,mon,17,0,1,25
2016-01-25 18:00:00,14,mon,18,0,1,25
2016-01-25 19:00:00,18,mon,19,0,1,25
2016-01-25 20:00:00,47,mon,20,0,1,25
2016-01-25 21:00:00,46,mon,21,0,1,25
2016-01-25 22:00:00,41,mon,22,0,1,25
2016-01-25 23:00:00,24,mon,23,0,1,25
2016-01-26 00:00:00,26,tue,0,1,1,26
2016-01-26 01:00:00,14,tue,1,1,1,26
2016-01-26 02:00:00,17,tue,2,1,1,26
2016-01-26 03:00:00,15,tue,3,1,1,26
2016-01-26 04:00:00,21,tue,4,1,1,26
2016-01-26 05:00:00,30,tue,5,1,1,26
2016-01-26 06:00:00,46,tue,6,1,1,26
2016-01-26 07:00:00,33,tue,7,1,1,26
2016-01-26 08:00:00,35,tue,8,1,1,26
2016-01-26 09:00:00,14,tue,9,1,1,26
2016-01-26 10:00:00,15,tue,10,1,1,26
2016-01-26 11:00:00,24,tue,11,1,1,26
2016-01-26 12:00:00,21,tue,12,1,1,26
2016-01-26 13:00:00,20,tue,13,1,1,26
2016-01-26 14:00:00,21,tue,14,1,1,26
2016-01-26 15:00:00,27,tue,15,1,1,26
2016-01-26 16:00:00,24,tue,16,1,1,26
2016-01-26 17:00:00,53,tue,17,1,1,26
2016-01-26 18:00:00,60,tue,18,1,1,26
2016-01-26 19:00:00,77,tue,19,1,1,26
2016-01-26 20:00:00,42,tue,20,1,1,26
2016-01-26 21:00:00,24,tue,21,1,1,26
2016-01-26 22:00:00,32,tue,22,1,1,26
2016-01-26 23:00:00,25,tue,23,1,1,26
2016-01-27 00:00:00,23,wed,0,2,1,27
2016-01-27 01:00:00,21,wed,1,2,1,27
2016-01-27 02:00:00,25,wed,2,2,1,27
2016-01-27 03:00:00,13,wed,3,2,1,27
2016-01-27 04:00:00,18,wed,4,2,1,27
2016-01-27 05:00:00,9,wed,5,2,1,27
2016-01-27 06:00:00,25,wed,6,2,1,27
2016-01-27 07:00:00,10,wed,7,2,1,27
2016-01-27 08:00:00,17,wed,8,2,1,27
2016-01-27 09:00:00,28,wed,9,2,1,27
2016-01-27 10:00:00,40,wed,10,2,1,27
2016-01-27 11:00:00,21,wed,11,2,1,27
2016-01-27 12:00:00,13,wed,12,2,1,27
2016-01-27 13:00:00,31,wed,13,2,1,27
2016-01-27 14:00:00,30,wed,14,2,1,27
2016-01-27 15:00:00,20,wed,15,2,1,27
2016-01-27 16:00:00,37,wed,16,2,1,27
2016-01-27 17:00:00,24,wed,17,2,1,27
2016-01-27 18:00:00,27,wed,18,2,1,27
2016-01-27 19:00:00,35,wed,19,2,1,27
2016-01-27 20:00:00,28,wed,20,2,1,27
2016-01-27 21:00:00,28,wed,21,2,1,27
2016-01-27 22:00:00,16,wed,22,2,1,27
2016-01-27 23:00:00,23,wed,23,2,1,27
2016-01-28 00:00:00,18,thur,0,3,1,28
2016-01-28 01:00:00,10,thur,1,3,1,28
2016-01-28 02:00:00,9,thur,2,3,1,28
2016-01-28 03:00:00,13,thur,3,3,1,28
2016-01-28 04:00:00,25,thur,4,3,1,28
2016-01-28 05:00:00,29,thur,5,3,1,28
2016-01-28 06:00:00,21,thur,6,3,1,28
2016-01-28 07:00:00,28,thur,7,3,1,28
2016-01-28 08:00:00,27,thur,8,3,1,28
2016-01-28 09:00:00,16,thur,9,3,1,28
2016-01-28 10:00:00,30,thur,10,3,1,28
2016-01-28 11:00:00,12,thur,11,3,1,28
2016-01-28 12:00:00,18,thur,12,3,1,28
2016-01-28 13:00:00,23,thur,13,3,1,28
2016-01-28 14:00:00,34,thur,14,3,1,28
2016-01-28 15:00:00,14,thur,15,3,1,28
2016-01-28 16:00:00,11,thur,16,3,1,28
2016-01-28 17:00:00,12,thur,17,3,1,28
2016-01-28 18:00:00,29,thur,18,3,1,28
2016-01-28 19:00:00,37,thur,19,3,1,28
2016-01-28 20:00:00,55,thur,20,3,1,28
2016-01-28 21:00:00,63,thur,21,3,1,28
2016-01-28 22:00:00,62,thur,22,3,1,28
2016-01-28 23:00:00,29,thur,23,3,1,28
2016-01-29 00:00:00,13,fri,0,4,1,29
2016-01-29 01:00:00,9,fri,1,4,1,29
2016-01-29 02:00:00,13,fri,2,4,1,29
2016-01-29 03:00:00,19,fri,3,4,1,29
2016-01-29 04:00:00,16,fri,4,4,1,29
2016-01-29 05:00:00,19,fri,5,4,1,29
2016-01-29 06:00:00,33,fri,6,4,1,29
2016-01-29 07:00:00,31,fri,7,4,1,29
2016-01-29 08:00:00,20,fri,8,4,1,29
2016-01-29 09:00:00,23,fri,9,4,1,29
2016-01-29 10:00:00,11,fri,10,4,1,29
2016-01-29 11:00:00,25,fri,11,4,1,29
2016-01-29 12:00:00,13,fri,12,4,1,29
2016-01-29 13:00:00,19,fri,13,4,1,29
2016-01-29 14:00:00,22,fri,14,4,1,29
2016-01-29 15:00:00,10,fri,15,4,1,29
2016-01-29 16:00:00,14,fri,16,4,1,29
2016-01-29 17:00:00,13,fri,17,4,1,29
2016-01-29 18:00:00,17,fri,18,4,1,29
2016-01-29 19:00:00,13,fri,19,4,1,29
2016-01-29 20:00:00,17,fri,20,4,1,29
2016-01-29 21:00:00,31,fri,21,4,1,29
2016-01-29 22:00:00,27,fri,22,4,1,29
2016-01-29 23:00:00,31,fri,23,4,1,29
2016-01-30 00:00:00,33,sat,0,5,1,30
2016-01-30 01:00:00,33,sat,1,5,1,30
2016-01-30 02:00:00,35,sat,2,5,1,30
2016-01-30 03:00:00,14,sat,3,5,1,30
2016-01-30 04:00:00,9,sat,4,5,1,30
2016-01-30 05:00:00,24,sat,5,5,1,30
2016-01-30 06:00:00,45,sat,6,5,1,30
2016-01-30 07:00:00,37,sat,7,5,1,30
2016-01-30 08:00:00,24,sat,8,5,1,30
2016-01-30 09:00:00,50,sat,9,5,1,30
2016-01-30 10:00:00,20,sat,10,5,1,30
2016-01-30 11:00:00,20,sat,11,5,1,30
2016-01-30 12:00:00,44,sat,12,5,1,30
2016-01-30 13:00:00,64,sat,13,5,1,30
2016-01-30 14:00:00,25,sat,14,5,1,30
2016-01-30 15:00:00,43,sat,15,5,1,30
2016-01-30 16:00:00,28,sat,16,5,1,30
2016-01-30 17:00:00,42,sat,17,5,1,30
2016-01-30 18:00:00,31,sat,18,5,1,30
2016-01-30 19:00:00,28,sat,19,5,1,30
2016-01-30 20:00:00,17,sat,20,5,1,30
2016-01-30 21:00:00,37,sat,21,5,1,30
2016-01-30 22:00:00,18,sat,22,5,1,30
2016-01-30 23:00:00,31,sat,23,5,1,30
2016-01-31 00:00:00,38,sun,0,6,1,31
2016-01-31 01:00:00,19,sun,1,6,1,31
2016-01-31 02:00:00,17,sun,2,6,1,31
2016-01-31 03:00:00,19,sun,3,6,1,31
2016-01-31 04:00:00,25,sun,4,6,1,31
2016-01-31 05:00:00,21,sun,5,6,1,31
2016-01-31 06:00:00,24,sun,6,6,1,31
2016-01-31 07:00:00,19,sun,7,6,1,31
2016-01-31 08:00:00,30,sun,8,6,1,31
2016-01-31 09:00:00,47,sun,9,6,1,31
2016-01-31 10:00:00,60,sun,10,6,1,31
2016-01-31 11:00:00,76,sun,11,6,1,31
2016-01-31 12:00:00,70,sun,12,6,1,31
2016-01-31 13:00:00,71,sun,13,6,1,31
2016-01-31 14:00:00,61,sun,14,6,1,31
2016-01-31 15:00:00,41,sun,15,6,1,31
2016-01-31 16:00:00,22,sun,16,6,1,31
2016-01-31 17:00:00,19,sun,17,6,1,31
2016-01-31 18:00:00,1,sun,18,6,1,31
2016-01-31 19:00:00,10,sun,19,6,1,31
2016-01-31 20:00:00,5,sun,20,6,1,31
2016-01-31 21:00:00,37,sun,21,6,1,31
2016-01-31 22:00:00,45,sun,22,6,1,31
2016-01-31 23:00:00,15,sun,23,6,1,31
2016-02-01 00:00:00,11,mon,0,0,2,1
2016-02-01 01:00:00,4,mon,1,0,2,1
2016-02-01 02:00:00,21,mon,2,0,2,1
2016-02-01 03:00:00,17,mon,3,0,2,1
2016-02-01 04:00:00,36,mon,4,0,2,1
2016-02-01 05:00:00,29,mon,5,0,2,1
2016-02-01 06:00:00,19,mon,6,0,2,1
2016-02-01 07:00:00,2,mon,7,0,2,1
2016-02-01 08:00:00,6,mon,8,0,2,1
2016-02-01 09:00:00,8,mon,9,0,2,1
2016-02-01 10:00:00,9,mon,10,0,2,1
2016-02-01 11:00:00,20,mon,11,0,2,1
2016-02-01 12:00:00,23,mon,12,0,2,1
2016-02-01 13:00:00,34,mon,13,0,2,1
2016-02-01 14:00:00,28,mon,14,0,2,1
2016-02-01 15:00:00,28,mon,15,0,2,1
2016-02-01 16:00:00,26,mon,16,0,2,1
2016-02-01 17:00:00,31,mon,17,0,2,1
2016-02-01 18:00:00,43,mon,18,0,2,1
2016-02-01 19:00:00,55,mon,19,0,2,1
2016-02-01 20:00:00,43,mon,20,0,2,1
2016-02-01 21:00:00,38,mon,21,0,2,1
2016-02-01 22:00:00,39,mon,22,0,2,1
2016-02-01 23:00:00,17,mon,23,0,2,1
2016-02-02 00:00:00,34,tue,0,1,2,2
2016-02-02 01:00:00,18,tue,1,1,2,2
2016-02-02 02:00:00,19,tue,2,1,2,2
2016-02-02 03:00:00,35,tue,3,1,2,2
2016-02-02 04:00:00,3,tue,4,1,2,2
2016-02-02 05:00:00,9,tue,5,1,2,2
2016-02-02 06:00:00,16,tue,6,1,2,2
2016-02-02 07:00:00,61,tue,7,1,2,2
2016-02-02 08:00:00,22,tue,8,1,2,2
2016-02-02 09:00:00,7,tue,9,1,2,2
2016-02-02 10:00:00,9,tue,10,1,2,2
2016-02-02 11:00:00,11,tue,11,1,2,2
2016-02-02 12:00:00,12,tue,12,1,2,2
2016-02-02 13:00:00,5,tue,13,1,2,2
2016-02-02 14:00:00,37,tue,14,1,2,2
2016-02-02 15:00:00,76,tue,15,1,2,2
2016-02-02 16:00:00,69,tue,16,1,2,2
2016-02-02 17:00:00,50,tue,17,1,2,2
2016-02-02 18:00:00,27,tue,18,1,2,2
2016-02-02 19:00:00,18,tue,19,1,2,2
2016-02-02 20:00:00,38,tue,20,1,2,2
2016-02-02 21:00:00,36,tue,21,1,2,2
2016-02-02 22:00:00,31,tue,22,1,2,2
2016-02-02 23:00:00,21,tue,23,1,2,2
2016-02-03 00:00:00,38,wed,0,2,2,3
2016-02-03 01:00:00,26,wed,1,2,2,3
2016-02-03 02:00:00,27,wed,2,2,2,3
2016-02-03 03:00:00,11,wed,3,2,2,3
2016-02-03 04:00:00,2,wed,4,2,2,3
2016-02-03 05:00:00,4,wed,5,2,2,3
2016-02-03 06:00:00,6,wed,6,2,2,3
2016-02-03 07:00:00,11,wed,7,2,2,3
2016-02-03 08:00:00,12,wed,8,2,2,3
2016-02-03 09:00:00,21,wed,9,2,2,3
2016-02-03 10:00:00,21,wed,10,2,2,3
2016-02-03 11:00:00,21,wed,11,2,2,3
2016-02-03 12:00:00,26,wed,12,2,2,3
2016-02-03 13:00:00,24,wed,13,2,2,3
2016-02-03 14:00:00,62,wed,14,2,2,3
2016-02-03 15:00:00,31,wed,15,2,2,3
2016-02-03 16:00:00,48,wed,16,2,2,3
2016-02-03 17:00:00,36,wed,17,2,2,3
2016-02-03 18:00:00,32,wed,18,2,2,3
2016-02-03 19:00:00,48,wed,19,2,2,3
2016-02-03 20:00:00,62,wed,20,2,2,3
2016-02-03 21:00:00,65,wed,21,2,2,3
2016-02-03 22:00:00,43,wed,22,2,2,3
2016-02-03 23:00:00,36,wed,23,2,2,3
2016-02-04 00:00:00,39,thur,0,3,2,4
2016-02-04 01:00:00,26,thur,1,3,2,4
2016-02-04 02:00:00,4,thur,2,3,2,4
2016-02-04 03:00:00,12,thur,3,3,2,4
2016-02-04 04:00:00,26,thur,4,3,2,4
2016-02-04 05:00:00,17,thur,5,3,2,4
2016-02-04 06:00:00,18,thur,6,3,2,4
2016-02-04 07:00:00,38,thur,7,3,2,4
2016-02-04 08:00:00,21,thur,8,3,2,4
2016-02-04 09:00:00,30,thur,9,3,2,4
2016-02-04 10:00:00,65,thur,10,3,2,4
2016-02-04 11:00:00,27,thur,11,3,2,4
2016-02-04 12:00:00,53,thur,12,3,2,4
2016-02-04 13:00:00,45,thur,13,3,2,4
2016-02-04 14:00:00,55,thur,14,3,2,4
2016-02-04 15:00:00,30,thur,15,3,2,4
2016-02-04 16:00:00,24,thur,16,3,2,4
2016-02-04 17:00:00,48,thur,17,3,2,4
2016-02-04 18:00:00,55,thur,18,3,2,4
2016-02-04 19:00:00,42,thur,19,3,2,4
2016-02-04 20:00:00,58,thur,20,3,2,4
2016-02-04 21:00:00,62,thur,21,3,2,4
2016-02-04 22:00:00,57,thur,22,3,2,4
2016-02-04 23:00:00,23,thur,23,3,2,4
2016-02-05 00:00:00,37,fri,0,4,2,5
2016-02-05 01:00:00,23,fri,1,4,2,5
2016-02-05 02:00:00,19,fri,2,4,2,5
2016-02-05 03:00:00,28,fri,3,4,2,5
2016-02-05 04:00:00,13,fri,4,4,2,5
2016-02-05 05:00:00,10,fri,5,4,2,5
2016-02-05 06:00:00,15,fri,6,4,2,5
2016-02-05 07:00:00,13,fri,7,4,2,5
2016-02-05 08:00:00,22,fri,8,4,2,5
2016-02-05 09:00:00,38,fri,9,4,2,5
2016-02-05 10:00:00,41,fri,10,4,2,5
2016-02-05 11:00:00,47,fri,11,4,2,5
2016-02-05 12:00:00,40,fri,12,4,2,5
2016-02-05 13:00:00,48,fri,13,4,2,5
2016-02-05 14:00:00,28,fri,14,4,2,5
2016-02-05 15:00:00,14,fri,15,4,2,5
2016-02-05 16:00:00,17,fri,16,4,2,5
2016-02-05 17:00:00,31,fri,17,4,2,5
2016-02-05 18:00:00,51,fri,18,4,2,5
2016-02-05 19:00:00,57,fri,19,4,2,5
2016-02-05 20:00:00,48,fri,20,4,2,5
2016-02-05 21:00:00,57,fri,21,4,2,5
2016-02-05 22:00:00,69,fri,22,4,2,5
2016-02-05 23:00:00,55,fri,23,4,2,5
2016-02-06 00:00:00,28,sat,0,5,2,6
2016-02-06 01:00:00,31,sat,1,5,2,6
2016-02-06 02:00:00,8,sat,2,5,2,6
2016-02-06 03:00:00,15,sat,3,5,2,6
2016-02-06 04:00:00,24,sat,4,5,2,6
2016-02-06 05:00:00,13,sat,5,5,2,6
2016-02-06 06:00:00,19,sat,6,5,2,6
2016-02-06 07:00:00,25,sat,7,5,2,6
2016-02-06 08:00:00,37,sat,8,5,2,6
2016-02-06 09:00:00,23,sat,9,5,2,6
2016-02-06 10:00:00,31,sat,10,5,2,6
2016-02-06 11:00:00,40,sat,11,5,2,6
2016-02-06 12:00:00,37,sat,12,5,2,6
2016-02-06 13:00:00,27,sat,13,5,2,6
2016-02-06 14:00:00,30,sat,14,5,2,6
2016-02-06 15:00:00,45,sat,15,5,2,6
2016-02-06 16:00:00,28,sat,16,5,2,6
2016-02-06 17:00:00,45,sat,17,5,2,6
2016-02-06 18:00:00,30,sat,18,5,2,6
2016-02-06 19:00:00,41,sat,19,5,2,6
2016-02-06 20:00:00,32,sat,20,5,2,6
2016-02-06 21:00:00,81,sat,21,5,2,6
2016-02-06 22:00:00,44,sat,22,5,2,6
2016-02-06 23:00:00,25,sat,23,5,2,6
2016-02-07 00:00:00,28,sun,0,6,2,7
2016-02-07 01:00:00,29,sun,1,6,2,7
2016-02-07 02:00:00,21,sun,2,6,2,7
2016-02-07 03:00:00,6,sun,3,6,2,7
2016-02-07 04:00:00,7,sun,4,6,2,7
2016-02-07 05:00:00,13,sun,5,6,2,7
2016-02-07 06:00:00,43,sun,6,6,2,7
2016-02-07 07:00:00,17,sun,7,6,2,7
2016-02-07 08:00:00,9,sun,8,6,2,7
2016-02-07 09:00:00,18,sun,9,6,2,7
2016-02-07 10:00:00,21,sun,10,6,2,7
2016-02-07 11:00:00,16,sun,11,6,2,7
2016-02-07 12:00:00,16,sun,12,6,2,7
2016-02-07 13:00:00,56,sun,13,6,2,7
2016-02-07 14:00:00,28,sun,14,6,2,7
2016-02-07 15:00:00,27,sun,15,6,2,7
2016-02-07 16:00:00,24,sun,16,6,2,7
2016-02-07 17:00:00,22,sun,17,6,2,7
2016-02-07 18:00:00,1,sun,18,6,2,7
2016-02-07 19:00:00,4,sun,19,6,2,7
2016-02-07 20:00:00,1,sun,20,6,2,7
2016-02-07 21:00:00,22,sun,21,6,2,7
2016-02-07 22:00:00,39,sun,22,6,2,7
2016-02-07 23:00:00,19,sun,23,6,2,7
2016-02-08 00:00:00,31,mon,0,0,2,8
2016-02-08 01:00:00,37,mon,1,0,2,8
2016-02-08 02:00:00,45,mon,2,0,2,8
2016-02-08 03:00:00,22,mon,3,0,2,8
2016-02-08 04:00:00,18,mon,4,0,2,8
2016-02-08 05:00:00,36,mon,5,0,2,8
2016-02-08 06:00:00,40,mon,6,0,2,8
2016-02-08 07:00:00,23,mon,7,0,2,8
2016-02-08 08:00:00,36,mon,8,0,2,8
2016-02-08 09:00:00,9,mon,9,0,2,8
2016-02-08 10:00:00,36,mon,10,0,2,8
2016-02-08 11:00:00,52,mon,11,0,2,8
2016-02-08 12:00:00,42,mon,12,0,2,8
2016-02-08 13:00:00,27,mon,13,0,2,8
2016-02-08 14:00:00,26,mon,14,0,2,8
2016-02-08 15:00:00,20,mon,15,0,2,8
2016-02-08 16:00:00,16,mon,16,0,2,8
2016-02-08 17:00:00,17,mon,17,0,2,8
2016-02-08 18:00:00,31,mon,18,0,2,8
2016-02-08 19:00:00,29,mon,19,0,2,8
2016-02-08 20:00:00,51,mon,20,0,2,8
2016-02-08 21:00:00,34,mon,21,0,2,8
